id,replaces,unit,difficulty,cognitive,question,choices,answer1based,answerFeedback,allChoiceFeedback,takeaway,material,context,scope,sources
920058,910058,3,2,2,"담수화 시설이 생기기 전, 독도의 물골은 주로 무엇에 쓰였나요?","[""배가 닿는 곳"", ""헬기가 내리는 곳"", ""마실 물을 얻는 곳""]",3,물골 바위에서 떨어지는 물을 식수원으로 이용했어요.,"[""배가 닿는 접안시설과 물골의 식수원 역할은 달라요."", ""물골은 헬기장이 아니라 물을 얻던 곳이에요."", ""물골 바위에서 떨어지는 물을 식수원으로 이용했어요.""]","서도의 물골은 바위에서 물이 떨어지는 곳으로, 담수화 시설 이전에 식수원으로 쓰였어요.",,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://dokdo.mofa.go.kr/kor/introduce/facility.jsp
920059,910059,3,3,3,설명의 빈칸에 들어갈 지명은 무엇인가요?,"[""물골"", ""천장굴"", ""독립문바위""]",1,서도에서 물을 얻던 장소라는 설명이 물골과 맞아요.,"[""서도에서 물을 얻던 장소라는 설명이 물골과 맞아요."", ""천장굴은 동도 중앙의 함몰 지형이에요. 서도의 옛 식수원은 물골이에요."", ""독립문바위는 동도의 아치 모양 해안 지형이에요.""]","서도의 물골은 바위에서 물이 떨어지는 곳으로, 담수화 시설 이전에 식수원으로 쓰였어요.",서도의 [   ]에서는 바위에서 물이 조금씩 떨어진다. 바닷물을 담수로 바꾸는 시설이 설치되기 전 식수원으로 이용되었다.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://dokdo.mofa.go.kr/kor/introduce/facility.jsp
920060,910060,3,4,3,물골과 담수화 시설의 물 공급 방식을 바르게 짝지은 것은 무엇인가요?,"[""물골: 바닷물을 끓이는 기계 / 담수화: 바위에서 떨어지는 물"", ""물골: 바위에서 떨어지는 물 / 담수화: 바닷물의 소금을 줄임"", ""둘 다 같은 바위틈에서 물을 모음""]",2,자연적으로 떨어지는 물을 모으는 방식과 바닷물을 처리하는 방식이 달라요.,"[""두 공급 방식을 뒤바꿨어요. 물골은 기계가 아니라 지명이에요."", ""자연적으로 떨어지는 물을 모으는 방식과 바닷물을 처리하는 방식이 달라요."", ""담수화 시설은 바닷물의 소금을 줄이는 설비이므로 물골과 같지 않아요.""]","서도의 물골은 바위에서 물이 떨어지는 곳으로, 담수화 시설 이전에 식수원으로 쓰였어요.","물골: 서도 바위에서 물이 떨어져 과거 식수원으로 이용됨.
담수화 시설: 바닷물의 소금을 줄여 생활에 쓸 물을 만듦.",,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=66 | https://dokdo.mofa.go.kr/kor/introduce/facility.jsp
920061,910061,4,1,1,먼 거리를 이동하는 철새에게 독도는 어떤 곳인가요?,"[""겨울에만 머무는 곳"", ""모든 새가 평생 머무는 곳"", ""이동 중 쉬어 가는 곳""]",3,바다를 건너는 철새는 독도에서 잠시 쉬었다가 이동을 이어갈 수 있어요.,"[""독도는 이동 경로의 휴식처로 설명돼요. 겨울에만 이용한다고 제한할 수 없어요."", ""철새가 쉬어 간다는 것은 이동을 이어간다는 뜻이며 모든 새가 정착하는 것은 아니에요."", ""바다를 건너는 철새는 독도에서 잠시 쉬었다가 이동을 이어갈 수 있어요.""]",독도는 먼 거리를 이동하는 철새가 쉬어 가는 중간 기착지예요.,,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920062,910062,4,2,2,철새가 이동하다 독도처럼 잠시 들러 쉬는 곳을 무엇이라고 하나요?,"[""중간 기착지"", ""번식지"", ""월동지""]",1,이동 중 잠시 들르는 휴식 장소를 중간 기착지라고 해요.,"[""이동 중 잠시 들르는 휴식 장소를 중간 기착지라고 해요."", ""번식지는 알과 새끼를 기르는 곳이며 잠깐 쉬는 역할과 구분해요."", ""월동지는 겨울을 보내는 곳이며 이 질문의 잠깐 쉬는 곳과 달라요.""]",독도는 먼 거리를 이동하는 철새가 쉬어 가는 중간 기착지예요.,,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920063,910063,4,3,3,이동 경로가 ‘출발지 → 독도에서 휴식 → 목적지’라면 독도의 역할은 무엇인가요?,"[""출발지"", ""중간 기착지"", ""최종 목적지""]",2,출발지와 목적지 사이에서 쉬었으므로 중간 기착지에 해당해요.,"[""제시된 경로에서는 독도에 오기 전에 이미 출발했어요."", ""출발지와 목적지 사이에서 쉬었으므로 중간 기착지에 해당해요."", ""독도에서 쉰 뒤 다른 목적지로 이동하므로 최종 목적지는 아니에요.""]",독도는 먼 거리를 이동하는 철새가 쉬어 가는 중간 기착지예요.,철새 이동을 나타낸 학습용 경로: 출발지 → 독도에서 잠시 휴식 → 목적지. 특정 새의 실제 추적 자료는 아니에요.,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920064,910064,4,4,3,독도의 두 새 관찰에서 ‘중간 기착’에 해당하는 것은 무엇인가요?,"[""A: 이동 중 잠시 쉬고 다른 곳으로 떠남"", ""B: 둥지에서 알을 품고 새끼를 기름""]",1,긴 이동을 이어가기 전 쉬는 행동이 중간 기착에 해당해요.,"[""긴 이동을 이어가기 전 쉬는 행동이 중간 기착에 해당해요."", ""B는 번식지 이용을 보여주며 잠깐 쉬어 가는 기착과 구분돼요.""]",독도는 먼 거리를 이동하는 철새가 쉬어 가는 중간 기착지예요.,독도는 철새의 휴식처이면서 일부 바닷새의 번식지예요. 관찰 예시 A: 이동 중 쉬고 떠남. B: 둥지에서 새끼를 기름.,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920065,910065,4,1,1,독도에서 번식하는 바닷새는 어느 것인가요?,"[""황제펭귄"", ""타조"", ""괭이갈매기""]",3,괭이갈매기는 독도의 대표적인 번식 바닷새로 소개돼요.,"[""독도 번식 조류 안내에서 소개하는 새는 황제펭귄이 아니라 괭이갈매기예요."", ""독도의 번식 바닷새를 묻고 있어요. 타조는 이 목록에 해당하지 않아요."", ""괭이갈매기는 독도의 대표적인 번식 바닷새로 소개돼요.""]",괭이갈매기·바다제비·슴새는 독도에서 번식하는 바닷새로 소개돼요.,,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920066,910066,4,2,2,괭이갈매기가 독도에서 번식한다는 뜻은 무엇인가요?,"[""알을 낳고 새끼를 기른다"", ""잠시 쉬었다가 떠나기만 한다"", ""먹이만 찾고 떠난다""]",1,번식은 새끼를 낳거나 알에서 부화시켜 다음 세대를 이어가는 일이에요.,"[""번식은 새끼를 낳거나 알에서 부화시켜 다음 세대를 이어가는 일이에요."", ""잠깐 쉬는 기착과 새끼를 기르는 번식은 다른 활동이에요."", ""먹이 활동은 번식 중에도 할 수 있지만 번식의 뜻은 새끼를 기르는 것과 연결돼요.""]",괭이갈매기·바다제비·슴새는 독도에서 번식하는 바닷새로 소개돼요.,,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920067,910067,4,3,3,독도에서 번식한다고 소개된 새만 모은 것은 무엇인가요?,"[""괭이갈매기·황제펭귄·슴새"", ""괭이갈매기·바다제비·슴새"", ""바다제비·슴새·타조""]",2,자료에서 번식 조류로 제시한 세 종류가 모두 들어 있어요.,"[""황제펭귄은 제시된 독도 번식 조류 목록에 없어요."", ""자료에서 번식 조류로 제시한 세 종류가 모두 들어 있어요."", ""타조는 제시된 독도 번식 바닷새가 아니에요.""]",괭이갈매기·바다제비·슴새는 독도에서 번식하는 바닷새로 소개돼요.,"독도 천연보호구역 안내의 번식 조류: 바다제비, 슴새, 괭이갈매기.",,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920068,910068,4,4,3,독도의 ‘번식지’ 기능을 보여 주는 관찰은 무엇인가요?,"[""철새가 바위에서 쉬고 곧 떠난다"", ""새가 섬 위를 지나가며 날아간다"", ""괭이갈매기가 둥지의 새끼에게 먹이를 준다""]",3,둥지에서 새끼를 기르는 행동이므로 번식지를 이용하는 모습이에요.,"[""이 행동은 중간 기착을 보여 주지만 새끼를 기르는 증거는 아니에요."", ""상공 통과만으로 그곳에서 번식한다고 확인할 수는 없어요."", ""둥지에서 새끼를 기르는 행동이므로 번식지를 이용하는 모습이에요.""]",괭이갈매기·바다제비·슴새는 독도에서 번식하는 바닷새로 소개돼요.,"활동 구분: 번식은 알을 낳고 새끼를 기르는 일, 기착은 이동 중 잠시 들르는 일이에요. 아래 관찰은 구분 연습을 위한 예시예요.",,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920069,910069,4,1,1,독도 바닷속에서 자라는 바닷말은 어느 것인가요?,"[""미역"", ""슴새"", ""해국""]",1,미역은 독도 주변 바다에서 소개하는 바닷말 가운데 하나예요.,"[""미역은 독도 주변 바다에서 소개하는 바닷말 가운데 하나예요."", ""슴새는 바닷말이 아니라 바닷새예요."", ""해국은 독도 땅에 자라는 꽃식물이에요.""]",독도에는 하늘을 나는 바닷새와 바닷속에 자라는 바닷말이 함께 있어요.,,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp | https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0
920070,910070,4,2,2,독도의 괭이갈매기와 미역을 종류별로 짝지으면 무엇인가요?,"[""바닷말 / 바닷새"", ""바닷새 / 바닷말"", ""바닷새 / 바닷새""]",2,괭이갈매기는 새이고 미역은 바닷속에서 자라는 해조류예요.,"[""두 생물의 분류를 뒤바꿨어요."", ""괭이갈매기는 새이고 미역은 바닷속에서 자라는 해조류예요."", ""미역은 새가 아니라 바닷말이에요.""]",독도에는 하늘을 나는 바닷새와 바닷속에 자라는 바닷말이 함께 있어요.,,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp | https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0
920071,910071,4,3,3,‘독도는 해조류(海鳥類)의 번식지’에서 해조류는 무엇을 뜻하나요?,"[""바닷말"", ""바다 물고기"", ""바닷새""]",3,새 조(鳥)가 쓰였으므로 바닷새라는 뜻이에요.,"[""바닷말을 뜻하는 해조류에는 마름 조(藻)를 써요."", ""여기에는 새를 뜻하는 글자가 있으므로 물고기를 가리키지 않아요."", ""새 조(鳥)가 쓰였으므로 바닷새라는 뜻이에요.""]",독도에는 하늘을 나는 바닷새와 바닷속에 자라는 바닷말이 함께 있어요.,"말 풀이: 海는 바다, 鳥는 새, 藻는 바닷말을 뜻해요. 해조류(海鳥類)와 해조류(海藻類)는 소리가 같지만 뜻은 달라요.",,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp | https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0
920072,910072,4,4,3,독도 생물 목록을 ‘바닷말’로만 묶으면 어느 조합인가요?,"[""미역·다시마"", ""미역·슴새"", ""괭이갈매기·바다제비""]",1,두 종류 모두 독도 자연환경 안내에 나온 바닷말이에요.,"[""두 종류 모두 독도 자연환경 안내에 나온 바닷말이에요."", ""미역은 바닷말이지만 슴새는 새예요."", ""둘 다 바닷새이며 바닷말이 아니에요.""]",독도에는 하늘을 나는 바닷새와 바닷속에 자라는 바닷말이 함께 있어요.,"독도 생물 목록: 바닷말 — 미역, 다시마 / 바닷새 — 괭이갈매기, 바다제비, 슴새.",,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp | https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0
920073,910073,4,1,1,독도 땅에 자라는 꽃식물은 어느 것인가요?,"[""미역"", ""해국"", ""다시마""]",2,해국은 독도 식물 목록에 소개되는 땅 위 식물이에요.,"[""미역은 바닷속에서 자라는 바닷말이에요."", ""해국은 독도 식물 목록에 소개되는 땅 위 식물이에요."", ""다시마는 땅 위 꽃식물이 아니라 바닷말이에요.""]",독도 땅에는 해국·섬기린초·땅채송화 같은 식물이 자라요.,,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920074,910074,4,2,2,독도에서 해국과 섬기린초를 함께 조사한다면 무엇을 조사하는 것인가요?,"[""번식하는 바닷새"", ""바닷속 물고기"", ""땅 위 식물""]",3,해국과 섬기린초는 독도 땅에 자라는 식물이에요.,"[""두 이름은 새가 아니라 식물 이름이에요."", ""두 이름은 물고기가 아니라 육상 식물이에요."", ""해국과 섬기린초는 독도 땅에 자라는 식물이에요.""]",독도 땅에는 해국·섬기린초·땅채송화 같은 식물이 자라요.,,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920075,910075,4,3,3,제시된 독도 목록에서 육상 식물끼리 묶인 것은 무엇인가요?,"[""섬기린초·땅채송화"", ""섬기린초·미역"", ""미역·다시마""]",1,두 식물은 육상 식물 목록에 있어요.,"[""두 식물은 육상 식물 목록에 있어요."", ""섬기린초는 땅 위 식물이지만 미역은 바닷말이에요."", ""두 생물은 바닷말 목록에 있어요.""]",독도 땅에는 해국·섬기린초·땅채송화 같은 식물이 자라요.,"독도 육상 식물: 해국, 섬기린초, 땅채송화.
독도 바닷말: 미역, 다시마.",,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920076,910076,4,4,3,독도 식물 조사에서 미역만 기록했다면 추가해야 할 조사 대상은 무엇인가요?,"[""다시마 등 바닷말만"", ""해국·섬기린초 등 땅 위 식물"", ""괭이갈매기 등 바닷새""]",2,미역만으로는 독도 땅의 식물을 조사한 것이 아니므로 육상 식물을 더 살펴야 해요.,"[""바닷말을 추가해도 땅 위 식물은 여전히 빠져요."", ""미역만으로는 독도 땅의 식물을 조사한 것이 아니므로 육상 식물을 더 살펴야 해요."", ""바닷새는 독도 생물 조사에는 중요하지만 식물 조사 대상은 아니에요.""]",독도 땅에는 해국·섬기린초·땅채송화 같은 식물이 자라요.,조사 목표: 독도의 땅과 바다에 자라는 식물을 함께 살펴보기. 현재 기록에는 바닷말인 미역만 있어요.,,,https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920077,910077,4,1,1,독도에서 자연유산으로 함께 보호하는 대상은 무엇인가요?,"[""건물만"", ""배와 선착장만"", ""생물과 화산 지형""]",3,보호 가치는 새뿐 아니라 식물·바다 생물과 화산 지형에도 있어요.,"[""독도 천연보호구역은 사람의 건물만 보호하는 제도가 아니에요."", ""선박 시설만으로는 독도의 자연유산 범위를 설명할 수 없어요."", ""보호 가치는 새뿐 아니라 식물·바다 생물과 화산 지형에도 있어요.""]",독도는 바닷새의 번식지뿐 아니라 식물과 화산 지형 등의 가치도 함께 보호하는 곳이에요.,,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920078,910078,4,2,2,독도 해안 절벽에 남아 있는 자연의 흔적은 무엇인가요?,"[""화산 형성과 침식"", ""빙하가 만든 계곡"", ""강 하구의 모래 퇴적""]",1,독도 절벽의 암석과 형태에서 섬이 만들어지고 깎인 과정을 살펴볼 수 있어요.,"[""독도 절벽의 암석과 형태에서 섬이 만들어지고 깎인 과정을 살펴볼 수 있어요."", ""공식 지형 설명은 화산활동과 해안 침식에 관한 것이에요. 독도 해안 절벽을 빙하가 만든 계곡으로 설명하지 않아요."", ""강 하구의 모래 퇴적은 삼각주 등과 연결돼요. 독도 해안 절벽은 화산에서 생긴 바위가 깎인 흔적을 보여 줘요.""]",독도는 바닷새의 번식지뿐 아니라 식물과 화산 지형 등의 가치도 함께 보호하는 곳이에요.,,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920079,910079,4,3,3,독도 보호 계획에 ‘바닷새만 보호’라고 적으면 빠지는 대상은 무엇인가요?,"[""바다제비와 괭이갈매기"", ""땅 위 식물과 화산 지형"", ""바닷새의 번식""]",2,자료는 새 외에도 식생과 지형을 보호 가치로 제시해요.,"[""둘 다 바닷새이므로 ‘바닷새만 보호’ 범위에는 들어가요."", ""자료는 새 외에도 식생과 지형을 보호 가치로 제시해요."", ""바닷새의 번식지 보호는 이미 제시된 범위와 직접 관련돼요.""]",독도는 바닷새의 번식지뿐 아니라 식물과 화산 지형 등의 가치도 함께 보호하는 곳이에요.,"독도 천연보호구역 안내는 바닷새 번식지, 육상 식생, 화산 지질과 해안 지형 등의 가치를 함께 소개해요.",,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920080,910080,4,4,4,독도 탐방 해설판에 보호 가치를 균형 있게 담은 구성은 무엇인가요?,"[""바닷새 세 종류의 이름만 반복해서 설명"", ""시설 주소와 배 시간만 설명"", ""바닷새 번식·육상 식물·화산과 해식 지형을 함께 설명""]",3,독도의 생물과 지형을 함께 설명하므로 자료에 제시된 여러 보호 가치를 다뤄요.,"[""새를 설명해도 식물과 화산 지형은 빠져 있어 전체 가치를 다루지 못해요."", ""방문 정보는 도움이 되지만 독도의 자연유산 가치를 설명하는 내용과는 달라요."", ""독도의 생물과 지형을 함께 설명하므로 자료에 제시된 여러 보호 가치를 다뤄요.""]",독도는 바닷새의 번식지뿐 아니라 식물과 화산 지형 등의 가치도 함께 보호하는 곳이에요.,해설판의 목표는 독도가 왜 자연유산으로 보호되는지 알리는 것이에요. 보호구역 안내는 바닷새·식생·화산 지형을 근거로 소개해요.,,,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?VdkVgwKey=16%2C03360000%2C37&pageNo=1_1_2_0 | https://dokdo.mofa.go.kr/kor/introduce/nature.jsp
920081,910081,5,1,1,독도 바다숲을 이루는 큰 바닷말은 어느 것인가요?,"[""감태"", ""해국"", ""섬기린초""]",1,감태는 독도 암반 해역에서 바다숲을 이루는 바닷말로 소개돼요.,"[""감태는 독도 암반 해역에서 바다숲을 이루는 바닷말로 소개돼요."", ""해국은 독도 땅에 자라는 식물이며 바닷속 숲을 이루는 감태와 달라요."", ""섬기린초는 육상 식물이에요. 질문은 바닷속의 큰 바닷말을 물어요.""]",독도 바닷속에서는 감태와 대황 같은 큰 바닷말이 바다숲을 이루어요.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=87
920082,910082,5,2,2,감태와 대황이 많이 자라는 독도 바닷속 공간을 무엇이라고 부르나요?,"[""갯벌"", ""바다숲"", ""산호초""]",2,큰 바닷말이 숲처럼 자라는 공간을 바다숲이라고 해요.,"[""갯벌은 주로 고운 퇴적물이 쌓인 해안 공간이며 큰 바닷말 숲의 이름은 아니에요."", ""큰 바닷말이 숲처럼 자라는 공간을 바다숲이라고 해요."", ""이 질문의 숲은 산호가 아니라 감태·대황 같은 바닷말로 이루어져요.""]",독도 바닷속에서는 감태와 대황 같은 큰 바닷말이 바다숲을 이루어요.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=87
920083,910083,5,3,3,자료에서 독도 바다숲을 만드는 생물끼리 짝지은 것은 무엇인가요?,"[""홍합·거북손"", ""게·소라"", ""감태·대황""]",3,두 종류는 바다숲을 이루는 큰 해조류로 제시돼요.,"[""두 종류는 바위에 붙어 사는 동물이지 숲을 만드는 바닷말은 아니에요."", ""바위틈 생물이지만 감태·대황처럼 바다숲을 만드는 해조류가 아니에요."", ""두 종류는 바다숲을 이루는 큰 해조류로 제시돼요.""]",독도 바닷속에서는 감태와 대황 같은 큰 바닷말이 바다숲을 이루어요.,"독도 암반생태계 안내: 감태와 대황이 바다숲을 이룬다. 홍합·거북손은 바위에 붙어 살며, 바위틈에는 게와 소라 등도 있다.",,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=87
920084,910084,5,4,3,독도 바다숲의 변화를 조사할 때 직접 비교해야 할 것은 무엇인가요?,"[""같은 해역에서 감태·대황이 덮은 범위"", ""서로 다른 해역의 수온 한 번씩만"", ""육상 해국 군락의 넓이만""]",1,조사 대상인 바다숲 자체의 범위를 같은 곳에서 비교해요.,"[""조사 대상인 바다숲 자체의 범위를 같은 곳에서 비교해요."", ""서로 다른 곳의 수온만으로 같은 바다숲의 시간에 따른 범위 변화를 알 수 없어요."", ""육상 식물 조사만으로 감태·대황의 바다숲 범위를 확인할 수 없어요.""]",독도 바닷속에서는 감태와 대황 같은 큰 바닷말이 바다숲을 이루어요.,조사 목표: 독도에서 감태·대황이 이루는 바다숲의 범위가 시간에 따라 달라지는지 확인하기.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=87
920085,910085,5,1,1,독도 주변에서 함께 만나는 바닷물의 흐름은 무엇인가요?,"[""따뜻한 흐름만"", ""따뜻한 흐름과 찬 흐름"", ""찬 흐름만""]",2,독도 해양환경은 난류와 한류가 만나는 영향으로 설명돼요.,"[""따뜻한 흐름뿐 아니라 찬 흐름도 함께 설명돼요."", ""독도 해양환경은 난류와 한류가 만나는 영향으로 설명돼요."", ""찬 흐름만으로 설명하면 난류가 미치는 영향을 빠뜨려요.""]",독도 주변에서는 따뜻한 흐름과 찬 흐름이 만나 물이 섞이고 영양분 이동에 영향을 줘요.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=82
920086,910086,5,2,2,독도 주변의 깊은 물이 위로 섞이면 식물플랑크톤에 무엇을 공급할 수 있나요?,"[""햇빛"", ""바닷새의 알"", ""영양분""]",3,깊은 물에 있던 영양분이 위쪽으로 이동하면 식물플랑크톤 생장에 도움이 될 수 있어요.,"[""햇빛은 위에서 들어오며 깊은 물이 운반해 올리는 물질이 아니에요."", ""설명은 물에 포함된 영양분 공급이며 새의 알을 공급하는 과정이 아니에요."", ""깊은 물에 있던 영양분이 위쪽으로 이동하면 식물플랑크톤 생장에 도움이 될 수 있어요.""]",독도 주변에서는 따뜻한 흐름과 찬 흐름이 만나 물이 섞이고 영양분 이동에 영향을 줘요.,,식물플랑크톤은 햇빛과 영양분을 이용하는 작은 생물이에요.,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=82
920087,910087,5,3,3,독도 주변 바닷물 혼합과 영양분 공급의 순서는 무엇인가요?,"[""수직 혼합 → 깊은 물의 영양분이 상층으로 이동"", ""수직 혼합 → 상층 영양분을 전부 제거"", ""수직 혼합 → 영양분 이동이 항상 중단""]",1,자료의 혼합과 상층 공급을 순서대로 연결했어요.,"[""자료의 혼합과 상층 공급을 순서대로 연결했어요."", ""자료는 영양분 공급의 가능성을 설명하며 전부 제거한다고 하지 않아요."", ""물이 섞이며 이동할 수 있다는 내용과 반대예요.""]",독도 주변에서는 따뜻한 흐름과 찬 흐름이 만나 물이 섞이고 영양분 이동에 영향을 줘요.,독도 섬효과 설명: 흐름과 바람의 영향으로 바닷물이 수직으로 섞이면 깊은 곳의 영양분이 위쪽에 공급될 수 있다.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=82
920088,910088,5,4,4,독도 주변에서 물의 혼합이 줄면 가장 먼저 확인할 변화는 무엇인가요?,"[""어린 물고기의 전체 개체 수만"", ""상층으로 공급되는 영양분의 양"", ""바닷새의 번식 수만""]",2,제시된 인과 연결에서 혼합의 직접적인 다음 단계는 영양분 수송이에요.,"[""물고기 수는 더 뒤의 먹이 관계와 다른 요인의 영향도 받으므로 직접 공급 변화부터 살펴요."", ""제시된 인과 연결에서 혼합의 직접적인 다음 단계는 영양분 수송이에요."", ""바닷새 번식은 이 자료에서 혼합의 직접적인 다음 단계로 제시되지 않아요.""]",독도 주변에서는 따뜻한 흐름과 찬 흐름이 만나 물이 섞이고 영양분 이동에 영향을 줘요.,검토할 연결: 수직 혼합 → 영양분의 상층 공급 → 식물플랑크톤 생장에 도움. 혼합이 줄었다고 생물 수가 반드시 즉시 감소한다고 단정하지 않아요.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=82
920089,910089,5,1,1,독도 바다 먹이 관계의 바탕이 되는 작은 광합성 생물은 무엇인가요?,"[""어린 물고기"", ""강치"", ""식물플랑크톤""]",3,식물플랑크톤은 빛을 이용해 살아가며 다른 생물의 먹이가 될 수 있어요.,"[""어린 물고기는 광합성으로 먹이를 만드는 생물이 아니에요."", ""강치는 동물로서 다른 생물을 먹으며 광합성 생물이 아니에요."", ""식물플랑크톤은 빛을 이용해 살아가며 다른 생물의 먹이가 될 수 있어요.""]",독도 바다에서는 식물플랑크톤에서 동물플랑크톤과 어린 물고기로 먹이 관계가 이어질 수 있어요.,,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=82
920090,910090,5,2,2,독도 바다의 먹이 연결에서 식물플랑크톤을 먹는 것은 무엇인가요?,"[""동물플랑크톤"", ""감태"", ""대황""]",1,제시한 연결에서 동물플랑크톤이 식물플랑크톤을 먹고 어린 물고기의 먹이가 돼요.,"[""제시한 연결에서 동물플랑크톤이 식물플랑크톤을 먹고 어린 물고기의 먹이가 돼요."", ""감태는 바닷말이며 이 연결에서 식물플랑크톤을 먹는 동물로 제시되지 않아요."", ""대황도 바닷말이며 식물플랑크톤을 먹는 동물플랑크톤과 구분해요.""]",독도 바다에서는 식물플랑크톤에서 동물플랑크톤과 어린 물고기로 먹이 관계가 이어질 수 있어요.,,간단한 먹이 연결: 식물플랑크톤 → 동물플랑크톤 → 어린 물고기. 화살표는 먹히는 쪽에서 먹는 쪽으로 향해요.,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=82
920091,910091,5,3,3,제시된 먹이 관계에서 동물플랑크톤을 먹는 생물은 무엇인가요?,"[""식물플랑크톤"", ""어린 물고기"", ""감태""]",2,화살표가 동물플랑크톤에서 어린 물고기로 이어져요.,"[""그림에서는 식물플랑크톤이 동물플랑크톤에게 먹히는 쪽이에요."", ""화살표가 동물플랑크톤에서 어린 물고기로 이어져요."", ""이 먹이 관계에 감태가 동물플랑크톤을 먹는다고 제시되지 않았어요.""]",독도 바다에서는 식물플랑크톤에서 동물플랑크톤과 어린 물고기로 먹이 관계가 이어질 수 있어요.,독도 바다의 단순화한 먹이 관계: 식물플랑크톤 → 동물플랑크톤 → 어린 물고기. 화살표는 ‘먹히는 생물에서 먹는 생물로’를 뜻해요.,,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=82
920092,910092,5,4,4,독도 바다에서 어린 물고기의 먹이 공급을 살피려면 함께 조사할 생물은 무엇인가요?,"[""해안 바닷새의 둥지 수만"", ""섬 위 육상 식물의 종류만"", ""먹이가 되는 동물플랑크톤의 양""]",3,제시된 관계에서 어린 물고기가 직접 먹는 생물을 조사해요.,"[""둥지 수만으로 어린 물고기가 먹을 동물플랑크톤의 양을 알 수 없어요."", ""육상 식물 목록은 제시된 물고기의 먹이 공급 자료와 달라요."", ""제시된 관계에서 어린 물고기가 직접 먹는 생물을 조사해요.""]",독도 바다에서는 식물플랑크톤에서 동물플랑크톤과 어린 물고기로 먹이 관계가 이어질 수 있어요.,"검토할 먹이 연결: 식물플랑크톤을 동물플랑크톤이 먹고, 일부 어린 물고기가 동물플랑크톤을 먹는다. 독도 바다 전체의 모든 먹이 관계를 나타낸 것은 아니에요.",,,https://www.dokdo.re.kr/home/cms/cmsCont.do?cntnts_sn=82
